,,Pais,Liga,Jogador,Time,Temporada,ass,gols,rank,Ano_inicio
3402,,Argentina,Laliga,Alexander Szymanowski,CD Leganés,2017-2018,2,2,,2017
3403,,Morocco,Laliga,Nabil El Zhar,CD Leganés,2017-2018,2,2,,2017
3404,,Spain,Laliga,Diego Rico,CD Leganés,2017-2018,2,2,,2017
3405,,Spain,Laliga,Denis Suárez,FC Barcelona,2017-2018,2,2,,2017
3406,,Spain,Laliga,Vitolo,UD Las PalmasAtlético Madrid,2017-2018,2,2,,2017
3407,,Dom. Republic,Laliga,Junior Firpo,Real Betis,2017-2018,2,2,,2017
3408,,Spain,Laliga,Cala,Getafe CF,2017-2018,2,2,,2017
3409,,Spain,Laliga,Rodri,Villarreal CF,2017-2018,3,1,,2017
3410,,Spain,Laliga,Iván Alejo,SD Eibar,2017-2018,3,1,,2017
3411,,Brazil,Laliga,Andreas Pereira,Valencia CF,2017-2018,3,1,,2017
3412,,Spain,Laliga,Odriozola,Real Sociedad,2017-2018,4,0,,2017
3413,,Spain,Laliga,Martín Montoya,Valencia CF,2017-2018,4,0,,2017
3414,,Spain,Laliga,Martín,CD Alavés,2017-2018,4,0,,2017
3415,,Spain,Laliga,Jozabed,Celta Vigo,2017-2018,4,0,,2017
3416,,Colombia,Laliga,Johan Mojica,Girona FC,2017-2018,4,0,,2017
3417,,Croatia,Laliga,Šime Vrsaljko,Atlético Madrid,2017-2018,4,0,,2017
3418,,Spain,Laliga,Coke,Levante UD,2017-2018,0,3,150.,2017
3419,,Morocco,Laliga,Zouhair Feddal,Real Betis,2017-2018,0,3,,2017
3420,,Spain,Laliga,Llorente,Real Sociedad,2017-2018,0,3,,2017
3421,,Spain,Laliga,Adrián,Málaga CF,2017-2018,0,3,,2017
3422,,Spain,Laliga,Manu García,CD Alavés,2017-2018,0,3,,2017
3423,,Spain,Laliga,Iván Ramis,SD Eibar,2017-2018,0,3,,2017
3424,,Spain,Laliga,Nacho,Real Madrid,2017-2018,0,3,,2017
3425,,Ghana,Laliga,Thomas Partey,Atlético Madrid,2017-2018,0,3,,2017
3426,,Russia,Laliga,Denis Cheryshev,Villarreal CF,2017-2018,1,2,,2017
3427,,Costa Rica,Laliga,Joel Campbell,Real Betis,2017-2018,1,2,,2017
3428,,Spain,Laliga,Jonny,Celta Vigo,2017-2018,1,2,,2017
3429,,Croatia,Laliga,Alen Halilović,UD Las Palmas,2017-2018,1,2,,2017
3430,,Argentina,Laliga,Fede Cartabia,Deportivo La Coruña,2017-2018,1,2,,2017
3431,,Argentina,Laliga,Luciano Vietto,Valencia CFAtlético Madrid,2017-2018,1,2,,2017
3432,,Spain,Laliga,Víctor Ruiz,Villarreal CF,2017-2018,1,2,,2017
3433,,Spain,Laliga,Arbilla,SD Eibar,2017-2018,1,2,,2017
3434,,Spain,Laliga,Iniesta,FC Barcelona,2017-2018,2,1,,2017
3435,,Brazil,Laliga,Filipe Luís,Atlético Madrid,2017-2018,2,1,,2017
3436,,Spain,Laliga,Zubeldía,Real Sociedad,2017-2018,2,1,,2017
3437,,Spain,Laliga,De Marcos,Athletic Bilbao,2017-2018,2,1,,2017
3438,,Spain,Laliga,Jason,Levante UD,2017-2018,2,1,,2017
3439,,Portugal,Laliga,Kévin Rodrigues,Real Sociedad,2017-2018,2,1,,2017
3440,,Spain,Laliga,Recio,Málaga CF,2017-2018,2,1,,2017
3441,,Turkey,Laliga,Emre Mor,Celta Vigo,2017-2018,2,1,,2017
3442,,Spain,Laliga,Granero,Espanyol Barcelona,2017-2018,2,1,,2017
3443,,Spain,Laliga,Sergi Darder,Espanyol Barcelona,2017-2018,2,1,,2017
3444,,France,Laliga,Steven N'Zonzi,Sevilla FC,2017-2018,2,1,,2017
3445,,Spain,Laliga,Gayà,Valencia CF,2017-2018,3,0,,2017
3446,,Colombia,Laliga,Bernardo Espinosa,Girona FC,2017-2018,3,0,,2017
3447,,Spain,Laliga,Pedro León,SD Eibar,2017-2018,3,0,,2017
3448,,Spain,Laliga,Jurado,Espanyol Barcelona,2017-2018,3,0,,2017
3449,,Denmark,Laliga,Simon Kjær,Sevilla FC,2017-2018,0,2,181.,2017
3450,,Morocco,Laliga,Achraf Hakimi,Real Madrid,2017-2018,0,2,,2017
3451,,Spain,Laliga,Bustinza,CD Leganés,2017-2018,0,2,,2017
3452,,Brazil,Laliga,Ganso,Sevilla FC,2017-2018,0,2,,2017
3453,,Serbia,Laliga,Darko Brašanac,CD Leganés,2017-2018,0,2,,2017
3454,,Spain,Laliga,Dani Ceballos,Real Madrid,2017-2018,0,2,,2017
3455,,Spain,Laliga,Borja Bastón,Málaga CF,2017-2018,0,2,,2017
3456,,Spain,Laliga,Medrán,Valencia CFCD Alavés,2017-2018,0,2,,2017
3457,,Spain,Laliga,Aday,Girona FC,2017-2018,0,2,,2017
3458,,Spain,Laliga,Piqué,FC Barcelona,2017-2018,0,2,,2017
3459,,Venezuela,Laliga,Christian Santos,CD Alavés,2017-2018,0,2,,2017
3460,,Spain,Laliga,David Timor,Girona FC,2017-2018,0,2,,2017
3461,,Guadeloupe,Laliga,Claudio Beauvue,Celta VigoCD Leganés,2017-2018,0,2,,2017
3462,,Mexico,Laliga,Miguel Layún,Sevilla FC,2017-2018,0,2,,2017
3463,,Spain,Laliga,Laguardia,CD Alavés,2017-2018,0,2,,2017
3464,,Spain,Laliga,Tana,UD Las Palmas,2017-2018,1,1,,2017
3465,,Greece,Laliga,Dimitrios Siovas,CD Leganés,2017-2018,1,1,,2017
3466,,Denmark,Laliga,Michael Krohn-Dehli,Deportivo La CoruñaSevilla FC,2017-2018,1,1,,2017
3467,,Portugal,Laliga,Luisinho,Deportivo La Coruña,2017-2018,1,1,,2017
3468,,Spain,Laliga,San José,Athletic Bilbao,2017-2018,1,1,,2017
3469,,Spain,Laliga,Mikel Vesga,Athletic Bilbao,2017-2018,1,1,,2017
3470,,Spain,Laliga,Melendo,Espanyol Barcelona,2017-2018,1,1,,2017
3471,,Spain,Laliga,Rubén Castro,Real Betis,2017-2018,1,1,,2017
3472,,Brazil,Laliga,Sidnei,Deportivo La Coruña,2017-2018,1,1,,2017
3473,,Argentina,Laliga,Gustavo Cabral,Celta Vigo,2017-2018,1,1,,2017
3474,,Uruguay,Laliga,José Giménez,Atlético Madrid,2017-2018,1,1,,2017
3475,,Uruguay,Laliga,Mauro Arambarri,Getafe CF,2017-2018,1,1,,2017
3476,,Spain,Laliga,Álvaro Jiménez,Getafe CF,2017-2018,1,1,,2017
3477,,Spain,Laliga,Aleix Vidal,FC Barcelona,2017-2018,1,1,,2017
3478,,Spain,Laliga,Brais Méndez,Celta Vigo,2017-2018,1,1,,2017
3479,,Spain,Laliga,Chema,Levante UD,2017-2018,1,1,,2017
3480,,Argentina,Laliga,Joaquín Correa,Sevilla FC,2017-2018,1,1,,2017
3481,,Spain,Laliga,Córdoba,Athletic Bilbao,2017-2018,1,1,,2017
3482,,Turkey,Laliga,Emre Çolak,Deportivo La Coruña,2017-2018,1,1,,2017
3483,,Spain,Laliga,Gerard Deulofeu,FC Barcelona,2017-2018,1,1,,2017
3484,,Bosnia-Herzegovina,Laliga,Ermedin Demirović,CD Alavés,2017-2018,1,1,,2017
3485,,Spain,Laliga,Iñigo Martínez,Real SociedadAthletic Bilbao,2017-2018,1,1,,2017
3486,,Spain,Laliga,Balenziaga,Athletic Bilbao,2017-2018,2,0,,2017
3487,,Spain,Laliga,Beñat,Athletic Bilbao,2017-2018,2,0,,2017
3488,,Spain,Laliga,Dani Carvajal,Real Madrid,2017-2018,2,0,,2017
3489,,Portugal,Laliga,Antunes,Getafe CF,2017-2018,2,0,,2017
3490,,Spain,Laliga,Antonio Luna,Levante UD,2017-2018,2,0,,2017
3491,,Spain,Laliga,Adán,Real Betis,2017-2018,2,0,,2017
3492,,Spain,Laliga,Álvaro González,Villarreal CF,2017-2018,2,0,,2017
3493,,Venezuela,Laliga,Juanpi Añor,Málaga CF,2017-2018,2,0,,2017
3494,,Spain,Laliga,Dani Castellano,UD Las Palmas,2017-2018,2,0,,2017
3495,,France,Laliga,Lucas Digne,FC Barcelona,2017-2018,2,0,,2017
3496,,Spain,Laliga,Keko,Málaga CF,2017-2018,2,0,,2017
3497,,Spain,Laliga,Duarte,CD Alavés,2017-2018,2,0,,2017
3498,,Spain,Laliga,Juncà,SD Eibar,2017-2018,2,0,,2017
3499,,Spain,Laliga,Mosquera,Deportivo La Coruña,2017-2018,2,0,,2017
3500,,Spain,Laliga,Pere Pons,Girona FC,2017-2018,2,0,,2017
3501,,Spain,Laliga,Zurutuza,Real Sociedad,2017-2018,2,0,,2017
3502,,Spain,Laliga,Víctor Sánchez,Espanyol Barcelona,2017-2018,2,0,,2017
3503,,Spain,Laliga,Escudero,Sevilla FC,2017-2018,2,0,,2017
3504,,Spain,Laliga,Raúl García,CD Leganés,2017-2018,2,0,,2017
3505,,Spain,Laliga,Etxeita,Athletic Bilbao,2017-2018,0,1,237.,2017
3506,,Spain,Laliga,Francis,Real Betis,2017-2018,0,1,,2017
3507,,Argentina,Laliga,Gonzalo Escalante,SD Eibar,2017-2018,0,1,,2017
3508,,Spain,Laliga,Erik Expósito,UD Las Palmas,2017-2018,0,1,,2017
3509,,Italy,Laliga,Rodrigo Ely,CD Alavés,2017-2018,0,1,,2017
3510,,Spain,Laliga,Gálvez,UD Las PalmasSD Eibar,2017-2018,0,1,,2017
3511,,Spain,Laliga,Gumbau,CD Leganés,2017-2018,0,1,,2017
3512,,Spain,Laliga,Jon Bautista,Real Sociedad,2017-2018,0,1,,2017
3513,,Spain,Laliga,Jesús Navas,Sevilla FC,2017-2018,0,1,,2017
3514,,Spain,Laliga,Javi García,Real Betis,2017-2018,0,1,,2017
3515,,Nigeria,Laliga,Brown Ideye,Málaga CF,2017-2018,0,1,,2017
3516,,Ivory Coast,Laliga,Cheick Doukouré,Levante UD,2017-2018,0,1,,2017
3517,,Togo,Laliga,Dakonam Djené,Getafe CF,2017-2018,0,1,,2017
3518,,France,Laliga,Paul Baysse,Málaga CF,2017-2018,0,1,,2017
3519,,Spain,Laliga,Burgui,CD Alavés,2017-2018,0,1,,2017
3520,,Spain,Laliga,Bartra,Real Betis,2017-2018,0,1,,2017
3521,,Spain,Laliga,Alexis,CD Alavés,2017-2018,0,1,,2017
3522,,Spain,Laliga,Aleix García,Girona FC,2017-2018,0,1,,2017
3523,,Spain,Laliga,Camarasa,Real Betis,2017-2018,0,1,,2017
3524,,Spain,Laliga,Carlos Fernández,Sevilla FC,2017-2018,0,1,,2017
3525,,Spain,Laliga,Diego González,Málaga CF,2017-2018,0,1,,2017
3526,,Spain,Laliga,David López,Espanyol Barcelona,2017-2018,0,1,,2017
3527,,Spain,Laliga,David García,UD Las Palmas,2017-2018,0,1,,2017
3528,,France,Laliga,Francis Coquelin,Valencia CF,2017-2018,0,1,,2017
3529,,Spain,Laliga,Joseba Zaldúa,CD Leganés,2017-2018,0,1,,2017
3530,,Spain,Laliga,Lombán,SD Eibar,2017-2018,0,1,,2017
3531,,Venezuela,Laliga,Roberto Rosales,Málaga CF,2017-2018,0,1,,2017
3532,,Spain,Laliga,Rubén Peña,SD Eibar,2017-2018,0,1,,2017
3533,,Spain,Laliga,Raúl Albentosa,Deportivo La Coruña,2017-2018,0,1,,2017
3534,,Argentina,Laliga,Guido Pizarro,Sevilla FC,2017-2018,0,1,,2017
3535,,Spain,Laliga,Pina,CD Alavés,2017-2018,0,1,,2017
3536,,Spain,Laliga,Rubén Rochina,Levante UD,2017-2018,0,1,,2017
3537,,Spain,Laliga,Sergi Gómez,Celta Vigo,2017-2018,0,1,,2017
3538,,Mexico,Laliga,Carlos Vela,Real Sociedad,2017-2018,0,1,,2017
3539,,France,Laliga,Samuel Umtiti,FC Barcelona,2017-2018,0,1,,2017
3540,,Japan,Laliga,Gaku Shibasaki,Getafe CF,2017-2018,0,1,,2017
3541,,Spain,Laliga,Sergio Postigo,Levante UD,2017-2018,0,1,,2017
3542,,Spain,Laliga,Pedro Alcalá,Girona FC,2017-2018,0,1,,2017
3543,,Italy,Laliga,Giampaolo Pazzini,Levante UD,2017-2018,0,1,,2017
3544,,Spain,Laliga,Mario Hermoso,Espanyol Barcelona,2017-2018,0,1,,2017
3545,,Colombia,Laliga,Roger Martínez,Villarreal CF,2017-2018,0,1,,2017
3546,,Argentina,Laliga,Martín Mantovani,CD Leganés,2017-2018,0,1,,2017
3547,,Algeria,Laliga,Aïssa Mandi,Real Betis,2017-2018,0,1,,2017
3548,,Honduras,Laliga,Anthony Lozano,Girona FC,2017-2018,0,1,,2017
3549,,Mexico,Laliga,Héctor Moreno,Real Sociedad,2017-2018,0,1,,2017
3550,,Spain,Laliga,Nacho Vidal,Valencia CF,2017-2018,0,1,,2017
3551,,Uruguay,Laliga,Mathías Olivera,Getafe CF,2017-2018,0,1,,2017
3552,,Spain,Laliga,Núñez,Athletic Bilbao,2017-2018,0,1,,2017
3553,,Spain,Laliga,Navarro,Espanyol Barcelona,2017-2018,0,1,,2017
3554,,Spain,Laliga,Naranjo,CD Leganés,2017-2018,0,1,,2017
3555,,Serbia,Laliga,Zdravko Kuzmanović,Málaga CF,2017-2018,1,0,,2017
3556,,France,Laliga,Aymeric Laporte,Athletic Bilbao,2017-2018,1,0,,2017
3557,,Ghana,Laliga,Mubarak Wakaso,CD Alavés,2017-2018,1,0,,2017
3558,,Spain,Laliga,Ximo Navarro,UD Las Palmas,2017-2018,1,0,,2017
3559,,Spain,Laliga,Samuel,Málaga CFLevante UD,2017-2018,1,0,,2017
3560,,Spain,Laliga,Dani García,SD Eibar,2017-2018,1,0,,2017
3561,,Spain,Laliga,Víctor López,CD Alavés,2017-2018,1,0,,2017
3562,,Spain,Laliga,Saborit,Athletic Bilbao,2017-2018,1,0,,2017
3563,,France,Laliga,Sébastien Corchia,Sevilla FC,2017-2018,1,0,,2017
3564,,Spain,Laliga,Carles Planas,Girona FC,2017-2018,1,0,,2017
3565,,France,Laliga,Lionel Carole,Sevilla FC,2017-2018,1,0,,2017
3566,,Uruguay,Laliga,Federico Ricca,Málaga CF,2017-2018,1,0,,2017
3567,,Spain,Laliga,Rubén Pardo,Real Sociedad,2017-2018,1,0,,2017
3568,,Belgium,Laliga,Thomas Vermaelen,FC Barcelona,2017-2018,1,0,,2017
3569,,France,Laliga,Raphaël Varane,Real Madrid,2017-2018,1,0,,2017
3570,,Nigeria,Laliga,Peter Etebo,UD Las Palmas,2017-2018,1,0,,2017
3571,,Spain,Laliga,Eneko Bóveda,Deportivo La CoruñaAthletic Bilbao,2017-2018,1,0,,2017
3572,,Spain,Laliga,Ferrán Torres,Valencia CF,2017-2018,1,0,,2017
3573,,Spain,Laliga,Fontàs,Celta Vigo,2017-2018,1,0,,2017
3574,,Spain,Laliga,Gabi,Atlético Madrid,2017-2018,1,0,,2017
3575,,Germany,Laliga,Johannes Geis,Sevilla FC,2017-2018,1,0,,2017
3576,,Nigeria,Laliga,Isaac Success,Málaga CF,2017-2018,1,0,,2017
3577,,Spain,Laliga,Toño García,Levante UD,2017-2018,1,0,,2017
3578,,Spain,Laliga,Toni Lato,Valencia CF,2017-2018,1,0,,2017
3579,,Argentina,Laliga,Hernán Toledo,UD Las Palmas,2017-2018,1,0,,2017
3580,,Spain,Laliga,De la Bella,Real Sociedad,2017-2018,1,0,,2017
3581,,Spain,Laliga,Carles Gil,Deportivo La Coruña,2017-2018,1,0,,2017
3582,,Spain,Laliga,Capa,SD Eibar,2017-2018,1,0,,2017
3583,,Spain,Laliga,Juanfran,Deportivo La Coruña,2017-2018,1,0,,2017
3584,,Serbia,Laliga,Saša Lukić,Levante UD,2017-2018,1,0,,2017
3585,,Spain,Laliga,Iván López,Levante UD,2017-2018,1,0,,2017
3586,,Argentina,Laliga,Gabriel Mercado,Sevilla FC,2017-2018,1,0,,2017
3587,,Brazil,Laliga,Míchel,UD Las Palmas,2017-2018,1,0,,2017
3588,,Spain,Laliga,Juanfran,Atlético Madrid,2017-2018,1,0,,2017
3589,,Spain,Laliga,Luis Hernández,Málaga CF,2017-2018,1,0,,2017
3590,,Spain,Laliga,Lekue,Athletic Bilbao,2017-2018,1,0,,2017
3591,,Nigeria,Laliga,Olarenwaju Kayode,Girona FC,2017-2018,1,0,,2017
3592,,Colombia,Laliga,Jefferson Lerma,Levante UD,2017-2018,1,0,,2017
3593,,Belgium,Laliga,Maxime Lestienne,Málaga CF,2017-2018,1,0,,2017
3594,,Spain,Laliga,Momo,UD Las Palmas,2017-2018,1,0,,2017
3595,,Spain,Laliga,Muniesa,Girona FC,2017-2018,1,0,,2017
3596,,Serbia,Laliga,Nemanja Radoja,Celta Vigo,2017-2018,1,0,,2017
3597,,Portugal,Laliga,Bebé,SD Eibar,2017-2018,1,0,,2017
3598,,Italy,Laliga,Daniele Bonera,Villarreal CF,2017-2018,1,0,,2017
3599,,Spain,Laliga,Raúl Navas,Real Sociedad,2017-2018,1,0,,2017
3600,,Spain,Laliga,Pablo Maffeo,Girona FC,2017-2018,1,0,,2017
3601,,Spain,Laliga,Omar,CD Leganés,2017-2018,1,0,,2017
3602,,Argentina,Laliga,Ezequiel Muñoz,CD Leganés,2017-2018,1,0,,2017
3603,,Croatia,Laliga,Mateo Kovačić,Real Madrid,2017-2018,1,0,,2017
3604,,Spain,Laliga,Nacho Gil,UD Las PalmasValencia CF,2017-2018,1,0,,2017
3605,,France,Laliga,Lucas Hernández,Atlético Madrid,2017-2018,1,0,,2017
3606,,Spain,Laliga,Sandro,Sevilla FC,2017-2018,1,0,,2017
3607,,England,Premier_league,Jamie Vardy,Leicester City,2015-2016,12,24,1.,2015
3608,,Algeria,Premier_league,Riyad Mahrez,Leicester City,2015-2016,12,17,2.,2015
3609,,England,Premier_league,Harry Kane,Tottenham Hotspur,2015-2016,3,25,3.,2015
3610,,Argentina,Premier_league,Kun Agüero,Manchester City,2015-2016,3,24,4.,2015
3611,,Belgium,Premier_league,Romelu Lukaku,Everton FC,2015-2016,7,18,5.,2015
3612,,Germany,Premier_league,Mesut Özil,Arsenal FC,2015-2016,19,6,,2015
3613,,France,Premier_league,Olivier Giroud,Arsenal FC,2015-2016,6,16,7.,2015
3614,,Nigeria,Premier_league,Odion Ighalo,Watford FC,2015-2016,5,16,8.,2015
3615,,England,Premier_league,Troy Deeney,Watford FC,2015-2016,8,13,,2015
3616,,France,Premier_league,Dimitri Payet,West Ham United,2015-2016,12,9,,2015
3617,,England,Premier_league,Dele Alli,Tottenham Hotspur,2015-2016,10,10,11.,2015
3618,,Serbia,Premier_league,Dušan Tadić,Southampton FC,2015-2016,12,8,,2015
3619,,Denmark,Premier_league,Christian Eriksen,Tottenham Hotspur,2015-2016,13,6,13.,2015
3620,,Spain,Premier_league,Diego Costa,Chelsea FC,2015-2016,6,12,14.,2015
3621,,Austria,Premier_league,Marko Arnautović,Stoke City,2015-2016,7,11,,2015
3622,,Italy,Premier_league,Graziano Pellè,Southampton FC,2015-2016,7,11,,2015
3623,,Senegal,Premier_league,Sadio Mané,Southampton FC,2015-2016,7,11,,2015
3624,,England,Premier_league,Jermain Defoe,Sunderland AFC,2015-2016,2,15,18.,2015
3625,,Chile,Premier_league,Alexis Sánchez,Arsenal FC,2015-2016,4,13,,2015
3626,,Ghana,Premier_league,André Ayew,Swansea City,2015-2016,5,12,,2015
3627,,Brazil,Premier_league,Roberto Firmino,Liverpool FC,2015-2016,7,10,,2015
3628,,England,Premier_league,Ross Barkley,Everton FC,2015-2016,9,8,,2015
3629,,Netherlands,Premier_league,Georginio Wijnaldum,Newcastle United,2015-2016,5,11,23.,2015
3630,,France,Premier_league,Anthony Martial,Manchester United,2015-2016,5,11,,2015
3631,,Belgium,Premier_league,Kevin De Bruyne,Manchester City,2015-2016,9,7,,2015
3632,,England,Premier_league,James Milner,Liverpool FC,2015-2016,11,5,,2015
3633,,Ireland,Premier_league,Shane Long,Southampton FC,2015-2016,4,10,27.,2015
3634,,Serbia,Premier_league,Aleksandar Mitrović,Newcastle United,2015-2016,5,9,,2015
3635,,England,Premier_league,Wayne Rooney,Manchester United,2015-2016,6,8,,2015
3636,,Argentina,Premier_league,Érik Lamela,Tottenham Hotspur,2015-2016,9,5,,2015
3637,,Iceland,Premier_league,Gylfi Sigurðsson,Swansea City,2015-2016,2,11,31.,2015
3638,,Belgium,Premier_league,Christian Benteke,Liverpool FC,2015-2016,4,9,,2015
3639,,Brazil,Premier_league,Coutinho,Liverpool FC,2015-2016,5,8,,2015
3640,,Brazil,Premier_league,Willian,Chelsea FC,2015-2016,8,5,,2015
3641,,Spain,Premier_league,David Silva,Manchester City,2015-2016,11,2,,2015
3642,,England,Premier_league,Michail Antonio,West Ham United,2015-2016,4,8,36.,2015
3643,,England,Premier_league,Mark Noble,West Ham United,2015-2016,5,7,,2015
3644,,Spain,Premier_league,Cesc Fàbregas,Chelsea FC,2015-2016,7,5,,2015
3645,,Ireland,Premier_league,Wes Hoolahan,Norwich City,2015-2016,8,4,,2015
3646,,Venezuela,Premier_league,Salomón Rondón,West Bromwich Albion,2015-2016,2,9,40.,2015
3647,,England,Premier_league,Andy Carroll,West Ham United,2015-2016,2,9,,2015
3648,,Spain,Premier_league,Mata,Manchester United,2015-2016,5,6,,2015
3649,,England,Premier_league,Danny Drinkwater,Leicester City,2015-2016,8,3,,2015
3650,,Nigeria,Premier_league,Kelechi Iheanacho,Manchester City,2015-2016,2,8,44.,2015
3651,,Spain,Premier_league,Pedro,Chelsea FC,2015-2016,3,7,,2015
3652,,Ivory Coast,Premier_league,Yaya Touré,Manchester City,2015-2016,4,6,,2015
3653,,Scotland,Premier_league,Matt Ritchie,AFC Bournemouth,2015-2016,6,4,,2015
3654,,England,Premier_league,Adam Lallana,Liverpool FC,2015-2016,6,4,,2015
3655,,Spain,Premier_league,Gerard Deulofeu,Everton FC,2015-2016,8,2,,2015
3656,,France,Premier_league,Moussa Sissoko,Newcastle United,2015-2016,9,1,,2015
3657,,England,Premier_league,Daniel Sturridge,Liverpool FC,2015-2016,1,8,51.,2015
3658,,Spain,Premier_league,Bojan,Stoke City,2015-2016,2,7,,2015
3659,,England,Premier_league,Nathan Redmond,Norwich City,2015-2016,3,6,,2015
3660,,Netherlands,Premier_league,Patrick van Aanholt,Sunderland AFC,2015-2016,3,6,,2015
3661,,Wales,Premier_league,Aaron Ramsey,Arsenal FC,2015-2016,4,5,,2015
3662,,Congo DR,Premier_league,Yannick Bolasie,Crystal Palace,2015-2016,4,5,,2015
3663,,Switzerland,Premier_league,Xherdan Shaqiri,Stoke City,2015-2016,6,3,,2015
3664,,Congo DR,Premier_league,Dieumerci Mbokani,Norwich City,2015-2016,1,7,58.,2015
3665,,Argentina,Premier_league,Manuel Lanzini,West Ham United,2015-2016,2,6,,2015
3666,,Spain,Premier_league,Ayoze Pérez,Newcastle United,2015-2016,2,6,,2015
3667,,Norway,Premier_league,Joshua King,AFC Bournemouth,2015-2016,2,6,,2015
3668,,Argentina,Premier_league,Leonardo Ulloa,Leicester City,2015-2016,2,6,,2015
3669,,England,Premier_league,Raheem Sterling,Manchester City,2015-2016,2,6,,2015
3670,,England,Premier_league,Connor Wickham,Crystal Palace,2015-2016,3,5,,2015
3671,,Northern Ireland,Premier_league,Steven Davis,Southampton FC,2015-2016,3,5,,2015
3672,,England,Premier_league,Theo Walcott,Arsenal FC,2015-2016,3,5,,2015
3673,,Benin,Premier_league,Rudy Gestede,Aston Villa,2015-2016,3,5,,2015
3674,,Ivory Coast,Premier_league,Arouna Koné,Everton FC,2015-2016,3,5,,2015
3675,,Italy,Premier_league,Fabio Borini,Sunderland AFC,2015-2016,3,5,,2015
3676,,Senegal,Premier_league,Cheikhou Kouyaté,West Ham United,2015-2016,3,5,,2015
3677,,England,Premier_league,Charlie Daniels,AFC Bournemouth,2015-2016,5,3,,2015
3678,,England,Premier_league,Adam Johnson,Sunderland AFC,2015-2016,6,2,,2015
3679,,England,Premier_league,Marc Albrighton,Leicester City,2015-2016,6,2,,2015
3680,,Spain,Premier_league,Jesús Navas,Manchester City,2015-2016,8,0,,2015
3681,,Ghana,Premier_league,Jordan Ayew,Aston Villa,2015-2016,0,7,75.,2015
3682,,France,Premier_league,Bafétimbi Gomis,Swansea City,2015-2016,1,6,,2015
3683,,England,Premier_league,Marcus Rashford,Manchester United,2015-2016,2,5,,2015
3684,,Ireland,Premier_league,Jon Walters,Stoke City,2015-2016,2,5,,2015
3685,,Ivory Coast,Premier_league,Wilfried Bony,Manchester City,2015-2016,3,4,,2015
3686,,Belgium,Premier_league,Eden Hazard,Chelsea FC,2015-2016,3,4,,2015
3687,,Serbia,Premier_league,Aleksandar Kolarov,Manchester City,2015-2016,4,3,,2015
3688,,England,Premier_league,Jonny Howson,Norwich City,2015-2016,4,3,,2015
3689,,England,Premier_league,Tom Cleverley,Everton FC,2015-2016,5,2,,2015
3690,,Belgium,Premier_league,Divock Origi,Liverpool FC,2015-2016,1,5,84.,2015
3691,,Japan,Premier_league,Shinji Okazaki,Leicester City,2015-2016,1,5,,2015
3692,,England,Premier_league,Aaron Lennon,Everton FC,2015-2016,1,5,,2015
3693,,England,Premier_league,Scott Dann,Crystal Palace,2015-2016,1,5,,2015
3694,,Senegal,Premier_league,Mame Diouf,Stoke City,2015-2016,1,5,,2015
3695,,France,Premier_league,Yohan Cabaye,Crystal Palace,2015-2016,1,5,,2015
3696,,Senegal,Premier_league,Diafra Sakho,West Ham United,2015-2016,1,5,,2015
3697,,Scotland,Premier_league,Steven Naismith,Everton FCNorwich City,2015-2016,2,4,,2015
3698,,Belgium,Premier_league,Kevin Mirallas,Everton FC,2015-2016,2,4,,2015
3699,,Belgium,Premier_league,Toby Alderweireld,Tottenham Hotspur,2015-2016,2,4,,2015
3700,,England,Premier_league,Andros Townsend,Newcastle UnitedTottenham Hotspur,2015-2016,2,4,,2015
3701,,England,Premier_league,Danny Welbeck,Arsenal FC,2015-2016,2,4,,2015
3702,,Spain,Premier_league,Joselu,Stoke City,2015-2016,2,4,,2015
3703,,Ecuador,Premier_league,Enner Valencia,West Ham United,2015-2016,2,4,,2015
3704,,Scotland,Premier_league,James Morrison,West Bromwich Albion,2015-2016,3,3,,2015
3705,,England,Premier_league,Craig Gardner,West Bromwich Albion,2015-2016,3,3,,2015
3706,,England,Premier_league,Marc Pugh,AFC Bournemouth,2015-2016,3,3,,2015
3707,,Netherlands,Premier_league,Jeremain Lens,Sunderland AFC,2015-2016,3,3,,2015
3708,,Brazil,Premier_league,Oscar,Chelsea FC,2015-2016,3,3,,2015
3709,,Spain,Premier_league,Ander Herrera,Manchester United,2015-2016,3,3,,2015
3710,,England,Premier_league,James Ward-Prowse,Southampton FC,2015-2016,4,2,,2015
3711,,Spain,Premier_league,Azpilicueta,Chelsea FC,2015-2016,4,2,,2015
3712,,Ivory Coast,Premier_league,Wilfried Zaha,Crystal Palace,2015-2016,4,2,,2015
3713,,England,Premier_league,Aaron Cresswell,West Ham United,2015-2016,4,2,,2015
3714,,Netherlands,Premier_league,Daryl Janmaat,Newcastle United,2015-2016,4,2,,2015
3715,,Spain,Premier_league,Héctor Bellerín,Arsenal FC,2015-2016,5,1,,2015
3716,,France,Premier_league,Yann M'Vila,Sunderland AFC,2015-2016,5,1,,2015
3717,,England,Premier_league,Jonjo Shelvey,Newcastle UnitedSwansea City,2015-2016,5,1,,2015
3718,,France,Premier_league,Jordan Veretout,Aston Villa,2015-2016,6,0,,2015
3719,,England,Premier_league,Callum Wilson,AFC Bournemouth,2015-2016,0,5,113.,2015
3720,,England,Premier_league,Jesse Lingard,Manchester United,2015-2016,1,4,,2015
3721,,Scotland,Premier_league,Steven Fletcher,Sunderland AFC,2015-2016,1,4,,2015
